Order Date,Region,Category,Quantity,Sales,Profit
2023-06-16,East,Office Supplies,6,1338.0,-140.2
2022-11-25,South,Office Supplies,3,1704.14,214.49
2024-10-28,South,Office Supplies,12,1541.7,477.73
2023-02-23,East,Office Supplies,18,209.53,-249.56
2025-02-13,South,Furniture,15,1729.7,-249.52
2024-12-29,East,Technology,9,361.56,247.72
2023-12-22,South,Technology,6,896.03,368.62
2024-04-08,Central,Office Supplies,16,861.83,0.87
2024-03-10,West,Technology,20,1629.39,55.96
2024-11-27,East,Technology,5,1706.58,-147.29
2025-03-06,Central,Office Supplies,9,1796.39,222.5
2025-04-15,Central,Technology,18,1849.95,303.04
2023-01-31,South,Furniture,5,1156.25,-491.21
2024-04-07,South,Technology,19,907.36,124.78
2024-05-24,Central,Technology,18,704.55,280.87
2024-05-24,Central,Office Supplies,10,1634.98,392.57
2023-08-20,West,Office Supplies,16,1772.76,-281.18
2023-10-18,East,Office Supplies,1,891.46,237.76
2024-02-11,South,Furniture,11,595.3,-399.79
2023-08-28,East,Technology,10,1626.92,-205.47
2023-09-10,Central,Office Supplies,6,1800.08,464.83
2024-09-19,West,Office Supplies,7,700.45,220.54
2022-08-23,South,Office Supplies,13,1811.12,-348.53
2024-06-25,East,Office Supplies,4,966.86,207.81
2024-09-02,South,Technology,4,1734.86,-238.17
2024-12-04,East,Furniture,5,609.97,-470.5
2022-11-23,South,Office Supplies,14,1595.26,269.89
2024-03-20,South,Office Supplies,8,1707.26,93.83
2022-07-23,West,Furniture,4,871.97,115.24
2022-10-30,West,Technology,11,176.77,-339.32
2023-11-30,Central,Technology,18,1800.91,272.65
2022-12-30,West,Furniture,3,654.2,42.95
2025-02-04,West,Furniture,10,658.17,286.18
2024-01-20,West,Office Supplies,9,460.97,41.47
2025-03-22,Central,Technology,14,747.86,-441.15
2023-07-22,East,Furniture,11,1775.22,-49.24
2024-11-09,South,Furniture,19,284.09,-344.17
2024-01-28,East,Furniture,3,858.8,-493.59
2023-03-18,East,Technology,16,1044.57,482.07
2023-11-30,West,Office Supplies,18,1023.5,-58.26
2023-06-25,South,Office Supplies,18,381.03,-293.38
2022-04-25,East,Technology,13,1701.75,158.49
2024-04-14,West,Furniture,12,1211.76,251.78
2024-08-29,South,Furniture,16,703.45,71.84
2023-06-08,East,Furniture,12,460.68,294.09
2022-11-13,South,Furniture,8,281.63,144.34
2023-08-31,West,Technology,12,744.61,-368.36
2022-06-30,West,Office Supplies,10,1214.38,-364.28
2022-12-21,Central,Technology,13,774.72,-414.15
2022-11-14,West,Furniture,6,402.0,116.5
2024-12-01,South,Technology,3,1505.13,-45.47
2022-07-07,East,Technology,11,22.04,-243.47
2024-06-17,Central,Office Supplies,17,1111.81,44.86
2024-04-10,East,Furniture,6,628.15,-487.6
2023-04-19,West,Office Supplies,1,317.97,-111.25
2022-09-16,Central,Office Supplies,5,877.43,-231.44
2023-04-14,Central,Furniture,1,734.04,-11.56
2025-01-03,West,Furniture,5,1069.05,-468.61
2024-06-29,West,Technology,10,594.87,-253.34
2023-12-03,East,Technology,18,637.19,-348.18
2022-10-14,West,Technology,5,1579.59,267.35
2022-07-06,Central,Office Supplies,13,1622.27,-82.38
2023-11-02,Central,Furniture,8,1316.3,-490.93
2025-02-16,South,Office Supplies,11,1979.34,-90.83
2025-02-12,East,Furniture,4,844.96,-499.28
2022-11-15,South,Office Supplies,18,303.79,-0.28
2024-01-07,West,Office Supplies,15,757.91,435.74
2022-07-04,South,Office Supplies,6,1683.38,-401.26
2023-01-26,East,Office Supplies,2,85.84,177.44
2024-11-27,Central,Office Supplies,2,757.04,-90.59
2022-08-12,West,Furniture,8,1810.93,-137.82
2024-05-31,East,Technology,15,1065.22,-452.44
2022-06-22,South,Technology,18,244.1,-368.1
2024-12-06,South,Furniture,4,17.83,43.42
2024-07-01,West,Furniture,9,942.58,408.26
2024-01-19,West,Furniture,8,1584.87,-0.85
2024-12-01,South,Office Supplies,16,1322.79,-58.05
2025-01-09,Central,Office Supplies,13,21.87,-112.28
2023-09-18,East,Furniture,13,16.4,-257.86
2024-10-21,South,Furniture,13,1437.93,-458.62
2023-04-17,South,Furniture,19,1679.47,4.72
2022-05-04,West,Furniture,7,531.6,-372.23
2022-09-11,East,Office Supplies,2,1636.07,325.23
2024-01-26,East,Furniture,8,862.76,-91.74
2023-02-25,East,Furniture,15,958.55,34.56
2023-02-15,East,Office Supplies,18,1207.46,-357.76
2025-01-13,West,Office Supplies,5,1701.6,7.79
2023-01-01,Central,Furniture,10,1769.04,367.69
2022-12-08,East,Furniture,17,469.79,498.86
2024-04-29,Central,Office Supplies,18,1133.13,468.14
2024-03-10,East,Office Supplies,2,666.02,312.75
2023-06-10,Central,Office Supplies,15,1961.32,-273.49
2023-10-15,West,Office Supplies,9,1817.74,-369.6
2022-12-18,Central,Furniture,2,1229.37,-50.3
2023-08-18,West,Technology,16,999.96,-441.44
2023-01-19,East,Furniture,11,406.67,53.91
2024-03-07,West,Office Supplies,4,168.82,104.05
2024-10-07,South,Office Supplies,8,66.36,-397.08
2023-07-17,South,Technology,18,906.67,498.17
2023-11-29,Central,Furniture,5,1093.07,-308.88
2022-06-10,East,Technology,3,978.06,-296.41
2022-12-15,West,Office Supplies,13,379.9,-412.43
2023-02-03,East,Furniture,2,569.93,-468.5
2024-05-08,Central,Technology,10,96.82,-319.62
2024-02-06,West,Office Supplies,5,92.11,406.85
2024-04-29,Central,Office Supplies,10,858.06,-404.46
2023-08-17,South,Furniture,19,1422.68,195.1
2023-01-03,Central,Technology,19,1267.21,-106.43
2024-12-23,South,Furniture,3,197.45,170.73
2025-02-09,South,Office Supplies,8,1894.85,-429.49
2024-12-09,Central,Technology,7,956.02,430.2
2022-08-05,West,Technology,8,867.53,68.59
2023-02-11,Central,Technology,3,1240.19,-150.79
2025-04-11,East,Furniture,1,1688.62,345.73
2024-10-01,South,Technology,5,1854.22,-331.71
2024-10-09,South,Technology,16,289.66,-128.87
2025-02-21,West,Furniture,15,1232.42,-356.46
2024-09-13,East,Technology,1,677.55,-425.35
2024-07-27,East,Technology,4,1360.73,210.35
2022-08-17,Central,Furniture,12,1983.12,28.43
2024-02-13,East,Office Supplies,14,1376.46,-55.11
2023-07-08,Central,Office Supplies,18,67.42,151.45
2024-04-08,East,Technology,12,1999.55,61.05
2024-06-20,South,Furniture,12,1860.14,133.49
2024-07-19,Central,Furniture,19,84.59,63.41
2024-04-05,East,Furniture,14,288.71,-444.83
2025-03-01,East,Furniture,13,565.42,-346.66
2025-02-25,East,Furniture,18,1935.55,258.94
2023-01-13,Central,Office Supplies,7,143.43,-247.21
2022-07-13,Central,Office Supplies,19,1660.27,-481.97
2023-10-16,South,Furniture,13,136.97,-123.43
2022-05-23,Central,Furniture,2,838.39,-470.33
2023-05-19,East,Furniture,17,1227.41,-377.11
2023-04-04,Central,Furniture,10,702.23,295.98
2024-04-30,West,Furniture,19,936.76,255.52
2023-09-16,South,Technology,5,1129.21,-115.7
2024-05-13,West,Technology,15,1680.99,-370.52
2025-02-05,East,Technology,18,1995.87,358.52
2022-04-29,Central,Technology,17,1936.02,-429.49
2023-07-15,Central,Office Supplies,18,1455.73,268.43
2023-09-25,West,Office Supplies,11,580.91,319.32
2023-09-26,Central,Furniture,2,444.47,267.53
2024-08-05,East,Office Supplies,1,964.02,-463.75
2025-03-09,Central,Office Supplies,20,1029.29,234.37
2022-10-25,Central,Office Supplies,1,1673.17,-281.6
2025-04-03,West,Technology,7,1196.27,-289.54
2022-11-13,Central,Technology,12,1214.96,62.96
2025-04-13,Central,Furniture,5,1118.52,422.15
2024-11-16,South,Technology,20,1081.07,-148.67
2024-06-12,East,Office Supplies,19,1425.76,-463.12
2023-08-16,Central,Furniture,1,358.0,-206.04
2024-05-31,East,Furniture,17,790.46,-450.27
2024-12-08,Central,Technology,19,590.97,-489.63
2022-07-09,East,Technology,14,1630.13,390.88
2024-07-14,South,Office Supplies,5,1209.56,-103.5
2023-03-11,Central,Technology,2,151.17,-133.15
2022-05-10,Central,Technology,20,907.51,374.46
2023-11-11,West,Furniture,13,1886.87,230.22
2023-09-28,South,Office Supplies,9,277.75,-105.85
2024-01-17,Central,Office Supplies,8,988.33,-498.6
2023-12-23,East,Furniture,4,1636.17,-437.1
2024-12-07,East,Furniture,17,366.11,207.0
2024-10-28,West,Furniture,16,870.8,371.04
2024-02-24,East,Technology,18,726.3,26.83
2022-07-04,South,Office Supplies,7,20.32,97.72
2023-10-19,East,Office Supplies,17,673.76,164.94
2024-03-21,East,Furniture,11,633.51,-281.67
2023-09-19,Central,Office Supplies,7,1679.03,146.0
2023-10-02,Central,Office Supplies,5,833.37,335.19
2024-02-06,West,Office Supplies,5,566.96,46.36
2024-08-23,West,Technology,4,1193.65,421.58
2024-09-12,South,Technology,3,411.06,-274.2
2025-03-18,Central,Furniture,11,882.89,-22.38
2022-11-19,West,Furniture,3,1827.18,-192.76
2022-11-10,West,Furniture,9,507.55,-9.88
2023-11-05,West,Office Supplies,16,1607.29,337.47
2023-06-27,South,Technology,8,1751.83,496.36
2022-07-16,West,Office Supplies,1,1611.51,350.77
2022-11-19,Central,Technology,7,1566.0,-167.27
2024-11-26,East,Furniture,11,663.35,181.7
2024-12-22,Central,Technology,17,1127.99,-183.91
2023-07-13,Central,Technology,10,1421.03,184.9
2024-08-29,West,Office Supplies,18,1620.19,-407.96
2023-11-18,West,Technology,7,1641.55,-234.32
2024-10-20,Central,Office Supplies,16,576.71,-335.94
2024-06-29,South,Technology,13,707.27,-33.56
2022-11-19,West,Office Supplies,8,240.09,-307.71
2024-04-10,East,Office Supplies,17,1056.93,-431.76
2024-01-07,Central,Technology,3,1491.59,48.46
2024-12-03,East,Technology,18,1749.65,133.17
2023-11-27,South,Technology,5,20.11,281.96
2023-02-19,South,Furniture,5,981.6,315.81
2024-08-25,West,Furniture,19,741.41,-261.3
2023-10-11,South,Furniture,16,1114.67,-313.88
2024-06-21,South,Furniture,5,1240.92,482.33
2022-06-15,Central,Furniture,9,319.22,-230.8
2023-04-30,Central,Technology,8,1527.44,134.96
2025-03-30,Central,Office Supplies,9,422.05,-382.39
2023-09-06,West,Office Supplies,8,1332.82,352.6
2022-09-07,South,Office Supplies,11,633.32,222.95
2024-09-12,West,Office Supplies,17,351.57,-432.53
2022-04-30,Central,Furniture,8,1729.35,-139.72
2024-07-24,West,Office Supplies,20,1407.28,-289.17
2023-10-26,Central,Office Supplies,15,804.57,-126.32
2023-10-31,South,Technology,14,1889.15,-13.12
2024-11-15,East,Furniture,2,1417.15,-252.98
2023-06-13,South,Technology,16,308.02,5.95
2022-11-22,West,Office Supplies,5,1216.63,325.16
2023-10-25,South,Office Supplies,7,1307.87,-97.23
2022-06-16,South,Technology,15,776.12,-256.28
2022-05-17,South,Technology,5,1999.95,25.28
2024-05-26,South,Office Supplies,13,1612.86,-357.92
2023-08-14,Central,Technology,2,567.31,-362.63
2023-02-27,West,Office Supplies,7,1197.4,360.5
2023-10-15,South,Office Supplies,17,1758.24,-33.21
2023-09-22,Central,Technology,10,91.26,-425.68
2023-03-25,South,Furniture,4,1738.54,286.39
2024-04-24,West,Technology,20,1984.33,172.62
2022-11-16,South,Office Supplies,12,895.4,371.07
2023-04-17,South,Furniture,2,693.44,463.72
2024-07-13,South,Technology,12,1434.59,354.85
2023-07-12,South,Furniture,7,1174.26,-272.12
2023-04-18,West,Furniture,2,1205.27,489.51
2024-12-25,South,Technology,8,292.92,249.14
2024-12-30,South,Office Supplies,3,293.85,-300.5
2025-03-21,West,Furniture,16,188.67,249.12
2022-05-18,Central,Office Supplies,3,1570.17,416.52
2022-04-28,South,Furniture,15,280.67,440.58
2024-11-08,Central,Office Supplies,12,1363.48,183.89
2022-04-23,Central,Furniture,13,494.6,-252.02
2024-07-24,South,Technology,5,257.44,227.25
2022-06-25,East,Technology,5,1064.56,-108.93
2024-08-17,Central,Technology,7,276.35,304.71
2024-04-01,West,Office Supplies,14,152.91,-58.62
2022-07-16,Central,Technology,12,1390.1,360.34
2025-03-08,West,Office Supplies,14,539.78,190.58
2025-02-24,East,Furniture,7,1461.08,121.52
2022-07-02,Central,Furniture,17,1322.63,-472.64
2023-05-24,West,Furniture,5,787.92,376.75
2024-09-28,West,Office Supplies,18,287.54,-33.05
2024-03-13,South,Technology,15,1656.64,-6.47
2023-05-19,East,Furniture,1,367.53,-161.83
2023-10-25,Central,Office Supplies,3,1788.47,-145.92
2023-07-05,West,Office Supplies,7,124.02,-223.32
2023-11-11,West,Technology,14,187.07,349.09
2024-01-06,Central,Furniture,16,929.51,255.36
2025-03-08,South,Office Supplies,2,1750.09,-142.92
2023-09-26,Central,Office Supplies,16,1144.36,-276.09
2024-11-12,West,Technology,6,1579.66,107.06
2022-09-05,West,Technology,18,1612.63,25.19
2024-05-14,East,Technology,15,737.33,-447.79
2024-06-27,East,Office Supplies,7,953.47,492.38
2023-10-28,East,Office Supplies,3,1170.22,4.45
2023-08-21,West,Office Supplies,3,263.07,210.85
2024-06-14,West,Furniture,13,1301.21,220.44
2023-09-22,Central,Technology,4,650.08,-315.55
2022-10-01,Central,Furniture,16,959.62,348.22
2023-10-30,East,Furniture,9,303.44,-43.17
2025-01-12,West,Furniture,6,338.41,12.99
2024-07-31,West,Office Supplies,10,1326.39,347.7
2023-01-15,South,Technology,14,61.93,156.95
2023-01-13,South,Office Supplies,18,131.73,-454.18
2023-04-30,West,Technology,14,1713.35,79.45
2023-03-29,South,Technology,2,1290.0,-64.98
2022-10-06,East,Technology,8,1801.71,-144.32
2023-06-15,South,Office Supplies,15,372.86,393.15
2024-05-20,Central,Office Supplies,12,130.3,-213.46
2023-12-31,West,Furniture,7,908.43,-336.77
2023-03-08,West,Furniture,18,209.48,-329.24
2022-11-10,West,Technology,18,1750.88,210.81
2023-10-11,Central,Furniture,19,1793.37,408.81
2024-01-28,West,Office Supplies,11,1027.85,14.64
2023-08-29,West,Office Supplies,6,1713.99,156.46
2024-07-24,South,Furniture,20,1719.15,157.5
2024-09-05,Central,Office Supplies,9,801.37,-293.58
2023-10-06,East,Furniture,15,1336.24,-370.96
2024-04-13,East,Furniture,17,1543.66,492.55
2023-12-13,West,Technology,6,720.35,-98.84
2023-08-25,West,Furniture,3,1957.13,290.38
2024-10-06,Central,Technology,8,542.87,320.14
2023-12-15,Central,Furniture,3,1377.49,322.15
2024-02-08,Central,Office Supplies,3,143.05,186.92
2022-07-28,East,Furniture,11,351.61,-135.02
2025-02-28,East,Technology,13,941.02,465.53
2022-11-04,Central,Office Supplies,18,1524.49,-81.42
2022-11-19,Central,Technology,18,901.41,398.91
2022-09-30,East,Technology,13,709.13,216.08
2024-02-18,West,Office Supplies,4,801.62,-470.72
2022-09-15,Central,Office Supplies,9,414.6,196.79
2023-05-31,South,Technology,9,1364.92,-411.88
2024-05-13,East,Furniture,7,1836.66,-325.78
2023-04-18,Central,Technology,4,1388.86,306.61
2024-04-16,West,Office Supplies,5,1479.29,252.27
2023-12-23,South,Office Supplies,2,317.97,348.67
2024-10-09,West,Furniture,19,446.38,432.77
2025-01-13,West,Furniture,3,625.98,-361.47
2024-09-18,West,Office Supplies,20,898.77,-63.97
2022-05-04,West,Office Supplies,18,144.26,331.15
2024-09-10,South,Furniture,20,1771.26,406.15
2024-12-26,Central,Office Supplies,5,1207.99,-472.14
2022-05-24,West,Technology,17,1155.07,-107.2
2022-09-29,South,Office Supplies,11,759.61,-229.85
2024-01-16,South,Furniture,18,1634.89,161.0
2023-02-22,East,Office Supplies,6,861.71,-346.75
2023-02-28,East,Technology,15,173.33,-310.93
2024-10-06,East,Furniture,16,304.89,72.99
2024-06-17,South,Office Supplies,10,386.39,-63.88
2022-09-27,Central,Office Supplies,15,867.66,-44.53
2022-07-10,West,Furniture,19,1774.75,474.98
2024-06-07,West,Furniture,14,875.86,-100.07
2022-11-07,South,Furniture,10,1662.07,-51.98
2024-06-27,West,Office Supplies,6,424.67,-238.16
2022-08-23,West,Furniture,13,185.99,261.38
2024-03-18,South,Technology,2,1265.48,265.42
2025-01-18,South,Office Supplies,14,973.2,-473.72
2023-02-15,Central,Technology,13,543.84,266.83
2022-11-16,East,Technology,10,530.72,22.34
2024-11-08,East,Technology,2,1080.25,-348.75
2022-11-18,South,Furniture,10,960.71,178.78
2024-01-19,West,Furniture,2,1604.42,-51.35
2024-03-06,South,Technology,14,253.5,-426.91
2023-06-20,West,Technology,14,774.99,-346.03
2022-09-07,East,Office Supplies,13,672.62,226.94
2023-07-22,East,Technology,5,1446.7,-303.86
2024-09-26,Central,Office Supplies,20,313.22,-359.16
2022-05-06,South,Furniture,18,1283.21,403.91
2025-03-19,East,Office Supplies,6,422.38,310.87
2023-05-16,West,Technology,1,1945.85,-136.26
2024-03-20,West,Furniture,18,961.52,-69.35
2024-03-31,South,Furniture,5,504.38,285.43
2024-07-30,Central,Furniture,5,220.43,-455.68
2025-04-04,Central,Technology,19,71.71,-245.8
2024-03-04,Central,Furniture,6,590.02,-150.66
2023-05-06,East,Office Supplies,15,1947.94,-264.58
2024-10-19,West,Technology,8,628.09,-260.79
2022-05-07,Central,Technology,1,582.71,378.68
2022-07-15,Central,Technology,13,1619.53,-405.58
2024-05-27,East,Technology,2,895.67,-236.65
2024-04-11,Central,Furniture,3,334.15,-202.41
2024-04-15,South,Technology,1,1259.29,225.58
2025-03-21,Central,Technology,5,1239.93,482.08
2023-04-10,Central,Furniture,15,648.28,61.33
2023-04-11,South,Furniture,6,1371.95,-487.68
2024-10-22,South,Furniture,7,1829.63,-213.39
2025-03-01,West,Office Supplies,16,1066.7,392.41
2022-06-08,East,Office Supplies,17,1378.84,468.64
2022-08-21,West,Technology,3,1153.43,4.99
2023-10-16,South,Office Supplies,14,26.58,47.27
2023-04-12,Central,Technology,10,187.99,347.46
2022-06-03,East,Furniture,6,1826.44,-35.78
2024-05-14,West,Office Supplies,19,1017.91,172.83
2024-01-27,South,Furniture,3,665.81,423.98
2024-03-01,West,Office Supplies,2,598.04,-429.97
2023-09-27,South,Furniture,3,568.74,232.06
2024-12-27,South,Technology,11,1517.44,-153.56
2024-01-01,South,Technology,4,1062.2,-173.61
2022-05-06,South,Office Supplies,4,60.45,-467.88
2022-12-17,West,Furniture,19,225.39,-247.85
2022-08-08,East,Technology,3,1483.08,-302.61
2023-06-17,South,Office Supplies,8,516.67,-32.2
2022-09-21,West,Office Supplies,16,1252.93,55.0
2023-02-27,Central,Furniture,12,1179.02,177.65
2024-09-18,South,Technology,18,380.76,-438.07
2024-05-01,East,Technology,13,1092.39,-26.57
2024-03-03,West,Furniture,18,1726.32,-316.39
2023-02-17,South,Office Supplies,4,956.94,450.1
2024-08-31,East,Office Supplies,18,341.39,-232.34
2023-04-19,South,Furniture,13,1462.98,-465.46
2022-08-29,East,Office Supplies,14,1992.23,-119.7
2024-01-10,West,Technology,18,1403.46,-230.3
2022-11-26,East,Technology,9,52.36,-497.91
2022-12-01,South,Technology,5,786.63,477.7
2023-03-17,Central,Furniture,3,1693.37,455.28
2023-09-16,West,Furniture,8,28.42,430.8
2024-04-22,Central,Furniture,13,990.44,187.31
2023-09-05,West,Furniture,9,191.52,-169.64
2023-08-21,East,Office Supplies,10,1414.58,-100.51
2023-11-01,Central,Technology,19,538.11,378.26
2025-03-04,Central,Office Supplies,7,67.47,25.94
2022-06-29,East,Technology,17,1784.15,-408.98
2022-08-16,South,Technology,2,186.09,-62.35
2024-04-19,Central,Furniture,11,1378.86,-55.43
2023-05-27,South,Office Supplies,5,671.22,-385.1
2024-01-11,South,Office Supplies,18,564.27,70.74
2023-08-27,East,Technology,13,336.73,-131.52
2025-02-12,West,Furniture,15,1510.43,-445.35
2023-03-07,South,Technology,14,264.55,206.5
2022-04-28,Central,Office Supplies,5,1707.67,-491.4
2024-09-18,West,Furniture,13,468.58,414.35
2024-10-31,South,Furniture,1,1905.03,-342.8
2023-10-15,Central,Office Supplies,3,1097.53,168.42
2023-04-21,Central,Furniture,20,1137.02,321.06
2024-12-30,West,Furniture,13,1200.96,-172.69
2023-07-01,East,Furniture,20,153.51,112.43
2023-12-16,East,Office Supplies,5,441.39,294.4
2024-12-06,East,Furniture,3,485.94,225.93
2022-12-22,East,Office Supplies,20,1341.92,297.33
2025-02-19,West,Furniture,8,114.85,157.65
2024-01-31,Central,Office Supplies,20,874.98,-0.88
2024-01-05,East,Office Supplies,14,476.4,289.69
2022-09-04,West,Technology,16,676.52,-271.14
2025-01-31,South,Technology,2,971.68,2.55
2025-03-12,East,Furniture,20,918.95,-161.14
2022-08-03,Central,Office Supplies,18,296.1,186.07
2024-07-25,South,Furniture,5,779.56,142.26
2022-11-18,Central,Office Supplies,6,857.64,7.22
2024-05-16,West,Office Supplies,4,753.61,62.9
2023-07-15,West,Furniture,5,258.16,360.38
2022-05-10,South,Furniture,9,648.49,82.33
2022-04-25,East,Office Supplies,15,1005.44,-255.91
2024-04-16,South,Furniture,3,237.62,-265.79
2024-01-27,Central,Furniture,4,1367.52,440.77
2023-01-03,East,Furniture,17,760.4,163.18
2023-12-27,Central,Technology,18,866.89,157.87
2022-06-07,Central,Office Supplies,20,321.26,-224.59
2022-05-11,West,Furniture,6,135.06,-152.28
2022-11-20,East,Technology,11,679.03,-431.09
2023-03-14,East,Technology,3,1438.56,233.27
2023-10-16,West,Technology,18,1616.97,30.91
2023-10-15,South,Office Supplies,5,506.36,491.36
2024-12-25,Central,Furniture,1,183.62,305.78
2023-08-15,East,Furniture,2,1515.92,-167.74
2024-08-03,South,Furniture,2,999.62,-83.34
2023-04-19,South,Technology,6,924.9,192.73
